rf_id,convey_ty,employer_assign
90010472,assignment,0
90030039,assignment,0
90030084,assignment,0
90030418,assignment,0
90030456,assignment,0
90050188,assignment,0
90050930,assignment,0
90060481,assignment,0
90070150,assignment,0
90080234,assignment,0
90100763,assignment,0
90100788,assignment,0
90120718,assignment,0
90130026,assignment,0
90130826,assignment,0
90140039,assignment,0
90140215,assignment,0
90140883,assignment,0
90180651,assignment,0
90190297,assignment,0
90190530,assignment,0
90190717,assignment,0
90210917,assignment,0
90220651,assignment,0
90220945,assignment,0
90230024,assignment,0
90230739,assignment,0
90230915,assignment,0
90240926,assignment,0
90250794,assignment,0
90250986,assignment,0
90260569,assignment,0
90260620,assignment,0
90280189,assignment,0
90280955,assignment,0
90290903,assignment,0
90310909,assignment,0
90330987,assignment,0
90340756,assignment,0
90340762,assignment,0
90340778,assignment,0
90340877,assignment,0
90350059,assignment,0
90350203,assignment,0
90360172,assignment,0
90360835,assignment,0
90370381,assignment,0
90370777,assignment,0
90390277,assignment,0
90390666,assignment,0
90400020,assignment,0
90400237,assignment,0
90400239,assignment,0
90400299,assignment,0
90400309,assignment,0
90400366,assignment,0
90400369,assignment,0
90400391,assignment,0
90400447,assignment,0
90400523,assignment,0
90400709,assignment,0
90400742,assignment,0
90410083,assignment,0
90410368,assignment,0
90410831,assignment,0
90410944,assignment,0
90420466,assignment,0
90430854,assignment,0
90450193,assignment,0
90480126,assignment,0
90490153,assignment,0
90510041,assignment,0
90520560,assignment,0
90540871,assignment,0
90560306,assignment,0
90560604,assignment,0
90570904,assignment,0
90570976,assignment,0
90600550,assignment,0
90600708,assignment,0
90610469,assignment,0
90630021,assignment,0
90630093,assignment,0
90630470,assignment,0
90630694,assignment,0
90650900,assignment,0
90670159,assignment,0
90670470,assignment,0
90680630,assignment,0
90680634,assignment,0
90680655,assignment,0
90690247,assignment,0
90690259,assignment,0
90690262,assignment,0
90690280,assignment,0
90690736,assignment,0
90710263,assignment,0
90740876,assignment,0
90750073,assignment,0
90770810,assignment,0
90770912,assignment,0
90780007,assignment,0
90780384,assignment,0
90790993,assignment,0
90800617,assignment,0
90800880,assignment,0
90820304,assignment,0
90830593,assignment,0
90860592,assignment,0
90860619,assignment,0
